Unnamed: 0,id,year,method,the_city_of_austin_as_a_place_to_live,the_city_of_austin_as_a_place_to_work,the_city_of_austin_as_a_place_to_raise_children,the_city_of_austin_as_a_place_to_retire,overall_quality_of_life_in_the_city,how_well_the_city_of_austin,access_to_affordable_quality,access_to_affordable_quality_1,access_to_affordable_quality_2,access_to_affordable_quality_3,availability_of_affordable,overall_quality_of_development,overall_quality_of_planning,city_s_effort_to_promote,overall_quality_of_the_austin,water_and_wastewater_rates,value_of_services_received,overall_quality_of_city_parks,quality_of_city_of_austin,overall_quality_of_city_of,number_of_city_of_austin,number_of_city_of_austin_1,appearance_of_city_of_austin,overall_satisfaction_with,quality_of_youth_athletic,quality_of_adult_athletic,quality_of_outdoor_athletic,cleanliness_of_city_streets,cleanliness_of_your,energy_conservation_program,overall_quality_of_wastewater,overall_management_of,the_water_quality_of_lakes,water_conservation_programs,overall_quality_of_drinking,quality_of_residential_garbage,quality_of_residential_yard,household_hazardous_waste,bulky_item_pick_up_removal,quality_of_residential,animal_services_shelter,overall_quality_of_health,shot_for_tots_and_big_shots,medical_assistance_provided,overall_quality_of_fire,timeliness_of_fire_department,flood_control_efforts,timeliness_of_ems_response,overall_quality_of_police,speed_of_police_response,enforcement_of_local_traffic,overall_quality_of_public,adequacy_of_street_lighting,enforcement_of_local_codes,overall_quality_of_municipal,water_and_wastewater_utility,i_feel_safe_in_my_neighborhood,i_feel_safe_in_my_neighborhood_1,i_feel_safe_walking_alone,i_feel_safe_walking_alone_1,i_feel_safe_in_city_parks,traffic_flow_on_major_highways,traffic_flow_on_major_city,timing_of_traffic_signals,on_street_bicycle,off_street_bicycle,overall_maintenance_of_major,condition_of_major_city,condition_of_streets_in_your,mowing_and_trimming_along,pedestrian_accessibility,overall_maintenance_of_city,condition_of_sidewalks_in,overall_quality_of_city,materials_at_libraries,library_programs,overall_quality_of_services,overall_quality_of_customer,services_provided_by_the,overall_effectiveness_of,the_city_s_effort_to_support,the_city_s_efforts_to_support,overall_value_that_you_receive,overall_quality_of_electric,austin_energy_customer_service,reliability_of_your_electric,water_and_wastewater_utility_1,employees_of_the_city_of,safety_of_equipment_or,satisfaction_with_city_of,cleanliness_of_library,library_hours,safety_of_your_drinking_water,code_enforcement_of_weed,helpfulness_of_library_staff,review_services_for,the_city_s_efforts_to_offer,food_safety_inspection_program,neighborhood_planning_zoning,accessibility_of_municipal,have_you_visited_an_austin,have_you_used_a_city_of_austin,have_you_participated_in,have_you_visited_a_city_pool,have_you_visited_a_city,have_you_used_the_city_s,have_you_used_the_city_s_1,have_you_visited_an_austin_1,have_you_participated_in_1,have_you_had_contact_with,have_you_had_contact_with_1,have_you_visited_the_austin,have_you_had_contact_with_2,have_you_visited_the_austin_1,have_you_called_3_1_1,have_you_called_9_1_1,have_you_had_contact_with_3,have_you_had_contact_with_4,have_you_had_contact_with_5,have_you_had_contact_with_6,have_you_had_contact_with_7,does_austin_energy_provide,does_the_city_of_austin,does_the_city_of_austin_1,have_you_participated_in_3,have_you_participated_in_4,have_you_visited_a_city_of,have_you_used_park_equipment,have_you_participated_in_5,approximately_how_many_years,which_of_the_following_best,how_many_children_if_any,how_many_dependents_including,which_of_the_following_best_1,are_you_hispanic_latino_or,race_ethnicity_recode,which_of_the_following_best_9,what_is_your_gender,do_you_own_or_rent_your_home,what_is_your_home_zip_code,zip_code,city,state,council_district,block_level_x_longitude,block_level_y_latitude,date_as_of_date,which_of_the_following_best_7,which_of_the_following_best_8,which_of_the_following_best_6,which_of_the_following_best_3,which_of_the_following_best_2,safety_in_city_parks_and,overall_quality_of_planning_1,bicycle_accessibility_the,overall_maintenance_of_city_1
10,2017_4168,2017,Mail,Satisfied,Satisfied,Don't Know,Satisfied,Neutral,Very Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Dissatisfied,Very Dissatisfied,Don't Know,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Satisfied,Satisfied,Dissatisfied,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Satisfied,Neutral,Neutral,Don't Know,Don't Know,Agree,Neutral,Neutral,Disagree,Don't Know,Very Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Don't Know,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Don't Know,Don't Know,Don't Know,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Don't Know,Very Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Yes,Yes,No,No,No,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,11 to 15,55-64 years,0,One,,Yes,Hispanic,Not provided,Female,Rent,78759,78759,Austin,TX,10,,,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
11,2017_4169,2017,Web,Very Satisfied,Don't Know,Don't Know,Very Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Very Satisfied,Neutral,Don't Know,Don't Know,Very Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Satisfied,Don't Know,Dissatisfied,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Dissatisfied,Dissatisfied,Satisfied,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Satisfied,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Neutral,Don't Know,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Neutral,Don't Know,Yes,Yes,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,21 to 30,65+ years,0,Three,,Yes,Hispanic,"$80K-149,999",Male,Own,78701,78701,Austin,TX,9,-97.744,30.265,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
12,2017_4170,2017,Web,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Don't Know,Dissatisfied,Neutral,Satisfied,Don't Know,Very Satisfied,Don't Know,Very Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Very Satisfied,Don't Know,Satisfied,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Don't Know,Don't Know,Neutral,Neutral,Very Satisfied,Neutral,Don't Know,Very Satisfied,Strongly Agree,Strongly Agree,Strongly Agree,Don't Know,Strongly Agree,Satisfied,Neutral,Neutral,Neutral,Don't Know,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Don't Know,Don't Know,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Agree,Don't Know,Don't Know,Satisfied,Neutral,Very Satisfied,Neutral,Satisfied,Neutral,Don't Know,Don't Know,Satisfied,Satisfied,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Don't Know,Yes,Yes,Don't Know,Don't Know,Don't Know,Don't Know,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,16 to 20,55-64 years,0,Two,,No,Multiple Races/Other,"$80K-149,999",Female,Own,78703,78703,Austin,TX,10,-97.751,30.302,2017-01-01T00:00:00.000,Other,mostly White,,,,,,,
13,2017_4171,2017,Web,Satisfied,Don't Know,Neutral,Neutral,Dissatisfied,Very Dissatisfied,Don't Know,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Don't Know,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Dissatisfied,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Don't Know,Neutral,Don't Know,Don't Know,Neutral,Don't Know,Satisfied,Don't Know,Dissatisfied,Neutral,Dissatisfied,Neutral,Dissatisfied,Don't Know,Don't Know,Don't Know,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Don't Know,Neutral,Satisfied,Satisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Don't Know,Neutral,Satisfied,Satisfied,Neutral,Neutral,Don't Know,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Agree,Don't Know,Don't Know,Satisfied,Neutral,Satisfied,Don't Know,Very Satisfied,Dissatisfied,Don't Know,Don't Know,Neutral,Don't Know,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,11 to 15,55-64 years,0,Four,,No,Caucasian/White Only,$150K or more,Female,Own,78731,78731,Austin,TX,10,-97.757,30.362,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
14,2017_4172,2017,Web,Satisfied,Very Satisfied,Don't Know,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Agree,Agree,Agree,Agree,Agree,Very Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Satisfied,Satisfied,Don't Know,Satisfied,Satisfied,Don't Know,Neutral,Very Satisfied,Satisfied,Very Satisfied,Neutral,Agree,Don't Know,Don't Know,Don't Know,Don't Know,Very Satisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Satisfied,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,21 to 30,45-54 years,0,Three,,No,Caucasian/White Only,"$60K-79,999",Male,Own,78753,78753,Austin,TX,4,-97.689,30.344,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
15,2017_4173,2017,Web,Very Satisfied,Satisfied,Don't Know,Don't Know,Very Satisfied,Neutral,Don't Know,Don't Know,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Neutral,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Don't Know,Satisfied,Neutral,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Satisfied,Satisfied,Satisfied,Don't Know,Satisfied,Don't Know,Don't Know,Neutral,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Dissatisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Agree,Very Satisfied,Dissatisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Dissatisfied,Don't Know,Very Dissatisfied,Don't Know,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,5 or less,35-44 years,0,One,,No,Caucasian/White Only,"$80K-149,999",Female,Own,78748,78748,Austin,TX,5,-97.798,30.162,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
16,2017_4174,2017,Web,Dissatisfied,Satisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Don't Know,Satisfied,Satisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Satisfied,Neutral,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Don't Know,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Dissatisfied,Dissatisfied,Don't Know,Don't Know,Agree,Agree,Agree,Strongly Disagree,Agree,Very Dissatisfied,Satisfied,Satisfied,Very Dissatisfied,Don't Know,Dissatisfied,Dissatisfied,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Don't Know,Neutral,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Satisfied,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Don't Know,Agree,Don't Know,Don't Know,Satisfied,Don't Know,Satisfied,Dissatisfied,Satisfied,Don't Know,Very Dissatisfied,Satisfied,Dissatisfied,Neutral,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,21 to 30,55-64 years,0,Two,,Yes,Hispanic,"$20K-39,999",Female,Own,78752,78752,Austin,TX,4,-97.714,30.332,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
17,2017_4175,2017,Web,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Neutral,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Agree,Neutral,Strongly Agree,Agree,Neutral,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,11 to 15,35-44 years,0,Three,,Yes,Hispanic,"$20K-39,999",Male,Own,78753,78753,Austin,TX,7,-97.65,30.395,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
18,2017_4176,2017,Web,Satisfied,Very Satisfied,Neutral,Satisfied,Satisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Very Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Dissatisfied,Very Satisfied,Satisfied,Neutral,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Agree,Agree,Agree,Disagree,Neutral,Neutral,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Satisfied,Agree,Satisfied,Satisfied,Neutral,Neutral,Very Satisfied,Dissatisfied,Very Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Don't Know,Yes,Yes,No,Yes,Don't Know,Yes,Don't Know,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,31+,65+ years,0,Three,,Yes,Hispanic,"$60K-79,999",Male,Own,78703,78703,Austin,TX,9,-97.758,30.275,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
19,2017_4177,2017,Web,Very Satisfied,Very Satisfied,Don't Know,Satisfied,Very Satisfied,Neutral,Don't Know,Satisfied,Satisfied,Don't Know,Don't Know,Neutral,Dissatisfied,Neutral,Satisfied,Satisfied,Don't Know,Very Satisfied,Neutral,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Don't Know,Don't Know,Satisfied,Satisfied,Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Dissatisfied,Very Satisfied,Very Satisfied,Neutral,Very Satisfied,Very Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Very Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Very Dissatisfied,Neutral,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Very Satisfied,Satisfied,Satisfied,Very Satisfied,Don't Know,Don't Know,Satisfied,Very Satisfied,Satisfied,Very Satisfied,Very Satisfied,Don't Know,Very Satisfied,Don't Know,Strongly Disagree,Don't Know,Don't Know,Very Satisfied,Satisfied,Very Satisfied,Dissatisfied,Very Satisfied,Don't Know,Neutral,Satisfied,Satisfied,Very Satisfied,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Don't Know,No,Yes,No,Yes,No,Yes,Yes,No,Don't Know,No,No,Yes,Yes,Yes,No,No,Yes,Yes,No,21 to 30,65+ years,0,Three,African American/Black,No,African American/Black Only,"$60K-79,999",Male,Own,78759,78759,Austin,TX,10,-97.765,30.395,2017-01-01T00:00:00.000,,,,,,,,,
20,2017_4178,2017,Web,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Very Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Don't Know,Very Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Very Dissatisfied,Satisfied,Satisfied,Neutral,Don't Know,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Agree,Neutral,Strongly Agree,Disagree,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Don't Know,Don't Know,Neutral,Satisfied,Very Satisfied,Neutral,Very Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Don't Know,Dissatisfied,Don't Know,Don't Know,Neutral,Neutral,Dissatisfied,Neutral,Yes,Yes,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,31+,45-54 years,0,One,,No,Caucasian/White Only,"$60K-79,999",Female,Own,78752,78752,Austin,TX,4,-97.709,30.34,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
21,2017_4179,2017,Web,Neutral,Satisfied,Very Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Satisfied,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Very Dissatisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Very Dissatisfied,Agree,Neutral,Agree,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Satisfied,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Very Dissatisfied,Satisfied,Satisfied,Satisfied,Very Dissatisfied,Strongly Agree,Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Dissatisfied,Neutral,Neutral,Dissatisfied,Neutral,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5 or less,35-44 years,2,Four,,No,Multiple Races/Other,"$20K-39,999",Male,Own,78744,78744,Austin,TX,2,-97.698,30.201,2017-01-01T00:00:00.000,,,Caucasian/White,Asian/Pacific Islander,,,,,
22,2017_4180,2017,Web,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Dissatisfied,Dissatisfied,Very Dissatisfied,Very Dissatisfied,Neutral,Very Satisfied,Neutral,Satisfied,Very Satisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Satisfied,Neutral,Neutral,Satisfied,Dissatisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Dissatisfied,Satisfied,Neutral,Very Satisfied,Neutral,Neutral,Neutral,Neutral,Neutral,Satisfied,Neutral,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Neutral,Very Satisfied,Satisfied,Dissatisfied,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Neutral,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Dissatisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Very Dissatisfied,Satisfied,Very Satisfied,Dissatisfied,Satisfied,Dissatisfied,Neutral,Very Satisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Very Satisfied,Very Satisfied,Satisfied,Satisfied,Agree,Neutral,Neutral,Satisfied,Neutral,Satisfied,Dissatisfied,Very Satisfied,Neutral,Neutral,Neutral,Dissatisfied,Neutral,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No,No,16 to 20,65+ years,0,Two,,Yes,Hispanic,less than $20K,Female,Own,78758,78758,Austin,TX,4,-97.698,30.368,2017-01-01T00:00:00.000,Other,Hispanic,,,,,,,
23,2017_4181,2017,Web,Satisfied,Very Satisfied,Satisfied,Neutral,Neutral,Very Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Dissatisfied,Very Dissatisfied,Neutral,Dissatisfied,Satisfied,Very Dissatisfied,Satisfied,Dissatisfied,Neutral,Dissatisfied,Very Dissatisfied,Dissatisfied,Very Dissatisfied,Don't Know,Don't Know,Dissatisfied,Dissatisfied,Neutral,Neutral,Neutral,Satisfied,Neutral,Satisfied,Satisfied,Satisfied,Satisfied,Satisfied,Dissatisfied,Satisfied,Very Satisfied,Neutral,Satisfied,Don't Know,Satisfied,Satisfied,Satisfied,Neutral,Satisfied,Satisfied,Dissatisfied,Satisfied,Satisfied,Dissatisfied,Neutral,Very Dissatisfied,Don't Know,Agree,Disagree,Strongly Agree,Strongly Disagree,Disagree,Very Dissatisfied,Very Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Dissatisfied,Neutral,Dissatisfied,Neutral,Very Satisfied,Dissatisfied,Neutral,Satisfied,Neutral,Neutral,Dissatisfied,Neutral,Satisfied,Dissatisfied,Very Dissatisfied,Neutral,Neutral,Dissatisfied,Don't Know,Very Satisfied,Very Dissatisfied,Satisfied,Very Dissatisfied,Very Satisfied,Dissatisfied,Dissatisfied,Neutral,Neutral,Dissatisfied,Yes,Yes,Yes,Don't Know,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Don't Know,21 to 30,45-54 years,0,Two,,No,Caucasian/White Only,"$60K-79,999",Female,Own,78758,78758,Austin,TX,4,-97.711,30.354,2017-01-01T00:00:00.000,,,Caucasian/White,,,,,,
